year,km driven,fuel type,seller type,transmission,owner,seats,max_power (in bph),Mileage,Engine (CC),selling price
2012,90000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,361000
2013,53000,Diesel,Individual,Manual,2,5,88.76,21.9,1396,390000
2013,53000,Diesel,Individual,Manual,1,5,74,22.9,1248,500000
2011,50600,Petrol,Individual,Manual,1,5,46.3,19.7,796,200000
2018,120000,Diesel,Individual,Manual,1,5,74,23.4,1248,580000
2019,10000,Petrol,Individual,Automatic,1,5,83.1,21.4,1197,660000
2014,10000,Petrol,Individual,Manual,1,5,68.05,20.3,998,220000
2019,10000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,509999
2019,15000,Diesel,Individual,Manual,1,5,88.7,22.1,1396,950000
2013,70000,Diesel,Individual,Manual,2,5,74,23.4,1248,356000
2013,170000,Diesel,Individual,Manual,1,5,74,22.9,1248,355000
2011,120000,Diesel,Individual,Manual,1,5,88.8,21.5,1248,242000
2014,130000,Diesel,Individual,Manual,2,5,98.59,22.77,1498,500000
2020,1000,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,654000
2019,18000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,600000
2016,60000,Petrol,Individual,Manual,1,5,83.14,20.85,1197,459999
2018,20000,Petrol,Individual,Manual,1,5,67,23.01,999,275000
2006,44000,Petrol,Individual,Manual,1,5,46.3,19.7,796,94500
2017,186000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1110000
2014,79000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,570000
2015,60000,Diesel,Individual,Manual,1,5,74,22.95,1248,350000
2019,11500,Petrol,Individual,Manual,1,5,81.8,21.21,1197,550000
2012,56000,Petrol,Individual,Manual,1,5,55.2,21.1,814,180000
2011,175000,Diesel,Individual,Manual,2,5,73.9,21.1,1248,170000
2014,150000,Diesel,Individual,Manual,3,5,74,23.4,1248,409999
2012,110000,Diesel,Individual,Manual,3,5,90,23,1396,350000
2010,95000,Petrol,Individual,Manual,3,5,46.3,19.7,796,135000
2010,100000,Diesel,Individual,Manual,1,5,73.9,21.1,1248,220000
2014,84000,Diesel,Individual,Manual,1,5,74,23.4,1248,500000
2016,40000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,875000
2011,175000,Petrol,Individual,Manual,2,5,46.3,19.7,796,175000
2019,20000,Petrol,Individual,Manual,2,5,68,20.3,1086,420000
2012,70000,Petrol,Individual,Manual,2,5,46.3,19.7,796,180000
2007,110000,Petrol,Individual,Manual,2,5,46.3,19.7,796,118000
2009,90000,Petrol,Individual,Manual,3,5,46.3,19.7,796,170000
2010,120000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,180000
2009,120000,Diesel,Individual,Manual,1,5,73.9,21.1,1248,155000
2011,70000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,250000
2017,50000,Diesel,Individual,Manual,1,5,108.62,21.66,1498,550000
2013,76000,Diesel,Individual,Manual,2,5,74,22.9,1248,380000
2019,5000,Petrol,Individual,Manual,1,7,72,20,999,650000
2013,85000,Diesel,Individual,Manual,1,5,74,22.9,1248,350000
2018,15000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,650000
2019,40000,Diesel,Individual,Manual,1,5,126.2,22,1582,1200000
2015,108000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,850000
2015,60000,Petrol,Individual,Manual,1,5,67.04,20.51,998,320000
2016,50000,Diesel,Individual,Manual,1,5,88.7,23,1248,325000
2014,50000,Petrol,Individual,Manual,1,5,55.2,21.1,814,215000
2018,25000,Petrol,Individual,Manual,1,5,81.8,22,1197,560000
2017,30000,Petrol,Individual,Automatic,2,5,67.04,23.1,998,400000
2017,45000,Diesel,Individual,Manual,1,5,98.96,23,1498,725000
2013,39000,Petrol,Dealer,Manual,1,5,78.9,20.36,1197,229999
2016,38600,Diesel,Dealer,Manual,1,5,126.2,19.67,1582,950000
2017,48698,Diesel,Dealer,Manual,1,5,126.2,19.67,1582,975000
2018,32995,Petrol,Dealer,Automatic,1,5,81.8,20.52,1197,445000
2018,60000,Diesel,Individual,Manual,1,5,74,22.95,1248,539000
2015,130000,Diesel,Individual,Manual,2,5,83.8,20.45,1461,550000
2011,120000,Diesel,Individual,Manual,1,5,73.9,22.07,1199,330000
2014,80000,Petrol,Individual,Manual,3,5,55.2,21.1,814,220000
2007,75000,Petrol,Individual,Manual,1,5,46.3,19.7,796,150000
2009,90000,Petrol,Individual,Manual,2,5,46.3,19.7,796,170000
2018,90000,Diesel,Individual,Manual,1,5,67.05,23.59,1364,730000
2016,120000,Diesel,Individual,Manual,1,5,74,22.95,1248,320000
2014,30000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,300000
2016,25339,Petrol,Individual,Manual,1,5,83.1,21.4,1197,562000
2014,10000,Petrol,Individual,Manual,1,5,55.2,21.1,814,250000
2017,35000,Diesel,Individual,Manual,1,5,88.7,20.65,1248,484999
2013,35000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,280000
2015,68000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,571000
2012,60000,Diesel,Individual,Manual,1,5,74,22.3,1248,175000
2011,70000,Diesel,Individual,Manual,2,5,68,20,1399,204999
2015,62000,Diesel,Dealer,Manual,1,7,74.96,21,1498,445000
2016,39000,Diesel,Dealer,Manual,1,5,126.2,19.67,1582,819999
2016,39000,Diesel,Dealer,Manual,1,5,88.7,21.38,1396,825000
2015,92651,Diesel,Dealer,Manual,1,5,98.96,21.7,1498,599000
2013,45000,Petrol,Individual,Manual,2,5,55.2,21.1,814,165000
2016,23700,Petrol,Individual,Manual,1,5,81.8,20.4,1197,470000
2017,50000,Diesel,Individual,Manual,1,5,108.45,20.37,1461,900000
2017,60000,Diesel,Individual,Manual,1,5,88.73,21.19,1396,715000
2014,80000,Diesel,Individual,Manual,1,5,68.05,20,1399,300000
2016,80000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,380000
2014,25000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,351000
2020,5000,Petrol,Individual,Manual,1,5,47.3,22.05,796,350000
2015,80000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,535000
2016,19000,Petrol,Individual,Manual,1,5,55.2,21.1,814,280000
2019,33000,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,650000
2020,65000,Petrol,Individual,Manual,2,5,81.86,20.14,1197,360000
2017,40000,Diesel,Individual,Manual,1,5,108.62,21.66,1498,575000
2016,50000,Petrol,Individual,Manual,1,5,67.04,20.51,998,325000
2016,20000,Petrol,Individual,Manual,1,5,47.3,22.74,796,250000
2014,69000,Diesel,Dealer,Manual,1,5,83.8,19.87,1461,425000
2016,22947,Petrol,Individual,Manual,1,5,81.8,20.4,1197,500000
2013,30000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,300000
2016,7672,Petrol,Individual,Manual,1,5,55.2,21.1,814,270000
2010,36659,Petrol,Individual,Manual,1,5,46.3,19.7,796,160000
2009,70000,Petrol,Individual,Manual,3,5,46.3,19.7,796,160000
2012,100000,Diesel,Individual,Manual,2,5,68,20,1399,220000
2017,48000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,670000
2018,35000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,780000
2017,23000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,515000
2017,14000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,800000
2013,60000,Petrol,Individual,Manual,2,5,55.2,21.1,814,200000
2013,35000,Petrol,Individual,Manual,1,5,67.1,20.92,998,250000
2012,120000,Diesel,Individual,Manual,3,5,78,21.8,1461,250000
2014,68000,Diesel,Individual,Manual,1,5,74,22.9,1248,650000
2016,60000,Diesel,Individual,Manual,1,7,98.6,21.9,1498,950000
2016,35000,Petrol,Individual,Manual,1,5,55.2,21.1,814,300000
2017,40000,Petrol,Individual,Manual,1,5,84,20.3,1199,493000
2010,124316,Diesel,Dealer,Manual,2,5,68,20,1399,185000
2019,6544,Diesel,Individual,Manual,1,5,115,20,1497,1225000
2008,30000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,130000
2019,19000,Petrol,Individual,Automatic,1,5,83.1,21.4,1197,685000
2012,97000,Diesel,Individual,Manual,3,5,74,22.9,1248,450000
2012,103994,Diesel,Individual,Manual,4,5,68,20,1399,320000
2011,115000,Diesel,Individual,Manual,4,5,88.8,21.5,1248,350000
2012,178000,Diesel,Individual,Manual,2,5,74,22.3,1248,285000
2011,80000,Diesel,Individual,Manual,1,5,68,20,1399,300000
2004,100000,Petrol,Individual,Manual,2,5,46.3,19.7,796,100000
2012,41000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,300000
2011,70000,Petrol,Individual,Manual,3,5,67.1,20.92,998,199000
2012,90000,Diesel,Individual,Manual,2,5,83.8,20.46,1461,545000
2014,80000,Diesel,Individual,Manual,2,7,88.8,20.77,1248,570000
2009,100000,Petrol,Individual,Manual,1,5,46.3,19.7,796,114999
2018,35000,Petrol,Individual,Manual,1,5,84,20.3,1199,450000
2019,5000,Petrol,Individual,Manual,1,7,72,20,999,600000
2014,40000,Petrol,Individual,Manual,2,5,67.1,20.92,998,254999
2008,35008,Petrol,Dealer,Manual,1,5,67.05,21.79,998,221000
2014,54891,Diesel,Dealer,Manual,1,5,67.04,23.59,1364,480000
2018,30000,Diesel,Individual,Automatic,1,5,126.2,22,1582,1000000
2012,100000,Diesel,Dealer,Manual,1,5,63.1,23.08,1461,245000
2010,83585,Diesel,Dealer,Manual,1,5,87.2,21.43,1364,425000
2017,48406,Diesel,Dealer,Manual,1,5,83.8,19.87,1461,750000
2016,56239,Diesel,Dealer,Manual,1,5,88.73,22.54,1396,570000
2015,33243,Petrol,Dealer,Manual,1,5,83.1,21.4,1197,585000
2018,35000,Diesel,Individual,Manual,1,7,83.8,21.04,1461,900000
2015,50000,Petrol,Individual,Manual,1,5,83.11,20.4,1197,400000
2009,35000,Petrol,Individual,Manual,1,5,46.3,19.7,796,140000
2017,29000,Petrol,Individual,Automatic,1,5,67,20.51,998,380000
2018,15000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,630000
2009,17000,Petrol,Individual,Manual,1,5,46.3,19.7,796,120000
2012,120000,Diesel,Individual,Manual,1,5,88.8,21.12,1248,287000
2016,45000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,550000
2016,25000,Petrol,Individual,Manual,1,5,47.3,22.74,796,300000
2015,50000,Petrol,Individual,Manual,3,5,67.04,20.51,998,300000
2010,110000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,210000
2013,87000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,500000
2013,148000,Diesel,Individual,Manual,1,7,88.8,20.77,1248,509999
2013,60000,Diesel,Individual,Manual,2,5,88.76,21.27,1396,459999
2015,18000,Petrol,Individual,Manual,1,5,47.3,22.74,796,310000
2018,80000,Diesel,Individual,Manual,1,5,74,22.95,1248,775000
2004,96000,Petrol,Individual,Manual,3,5,46.3,19.7,796,105000
2013,210000,Diesel,Individual,Manual,3,5,88.76,21.9,1396,360000
2012,60000,Diesel,Individual,Manual,3,5,105,20.5,1598,400000
2014,90000,Diesel,Individual,Manual,1,5,74,23.4,1248,600000
2012,120000,Diesel,Individual,Manual,2,5,65,21.03,1461,140000
2008,100000,Diesel,Individual,Manual,1,5,70,19.61,1405,210000
2008,40000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,200000
2013,140000,Diesel,Individual,Manual,1,5,88.76,21.02,1248,316000
2015,100000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,650000
2014,30000,Diesel,Individual,Manual,1,5,68.05,20,1399,400000
2018,19000,Diesel,Individual,Manual,1,5,98.96,23,1498,900000
2015,40000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,600000
2014,106000,Diesel,Individual,Manual,1,5,126.32,22.32,1582,575000
2012,80000,Diesel,Individual,Manual,3,5,103.6,20.54,1598,280000
2015,74000,Diesel,Individual,Manual,2,5,88.73,21.19,1396,580000
2013,70000,Diesel,Individual,Manual,3,5,126.32,22.32,1582,500000
2011,80000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,225000
2011,100000,Diesel,Individual,Manual,2,5,90,23,1396,350000
2011,80000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,235000
2010,35000,Petrol,Individual,Manual,1,5,46.3,19.7,796,190000
2011,79000,Diesel,Individual,Manual,1,5,88.8,21.12,1248,325000
2011,120000,Diesel,Individual,Manual,3,5,103.6,20.54,1598,300000
2017,10000,Petrol,Individual,Manual,1,5,84,20.3,1199,550000
2013,108800,Diesel,Individual,Manual,3,5,74,22.9,1248,450000
2009,70000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,199000
2011,72000,Diesel,Individual,Manual,1,5,68,20,1399,240000
2006,100000,Petrol,Individual,Manual,2,5,46.3,19.7,796,120000
2017,100000,Petrol,Individual,Manual,1,5,55.2,21.1,814,265000
2008,120000,Petrol,Individual,Manual,2,8,35,19.7,796,100000
2015,100000,Diesel,Individual,Manual,1,5,88.7,23,1248,400000
2013,40000,Diesel,Individual,Manual,1,5,88.8,21.9,1396,345000
2018,15000,Petrol,Individual,Automatic,1,5,81.8,20.89,1197,620000
2018,10000,Petrol,Individual,Manual,2,5,83.1,21.4,1197,700000
2012,90000,Diesel,Individual,Manual,1,5,74,22.3,1248,200000
2011,185000,Diesel,Individual,Manual,2,5,87.2,21.43,1364,365000
2018,9000,Petrol,Individual,Automatic,1,5,83.1,21.4,1197,740000
2019,19000,Petrol,Individual,Automatic,2,5,81.8,20.89,1197,570000
2013,100000,Diesel,Individual,Manual,1,5,70,23.57,1396,250000
2017,20000,Petrol,Individual,Automatic,1,5,67,20.51,998,430000
2014,35000,Petrol,Individual,Manual,1,5,55.2,21.1,814,225000
2014,70000,Diesel,Individual,Manual,2,5,88.73,22.54,1396,440000
2013,105000,Diesel,Individual,Manual,2,5,74,23.4,1248,420000
2013,152186,Diesel,Dealer,Manual,2,5,83.8,20.45,1461,425000
2013,82246,Petrol,Dealer,Manual,1,5,78.9,20.36,1197,295000
2016,20000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,540000
2011,100000,Diesel,Individual,Manual,2,5,67.1,23.59,1364,350000
2011,78562,Diesel,Dealer,Manual,1,5,68,20,1399,250000
2011,96000,Diesel,Individual,Manual,4,5,126.32,22.32,1582,450000
2014,50000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,420000
2011,35000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,375000
2017,10000,Petrol,Individual,Manual,1,5,67.04,23.1,998,430000
2017,35000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,630000
2018,23000,Petrol,Individual,Manual,1,5,84,20.3,1199,550000
2013,80000,Diesel,Individual,Manual,1,5,88.76,21.9,1396,370000
2019,40000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,550000
2017,30000,Petrol,Individual,Manual,1,5,67,23.01,999,300000
2011,120000,Diesel,Individual,Manual,1,5,69,23.03,1396,150000
2016,90000,Diesel,Individual,Manual,2,5,88.73,22.54,1396,550000
2015,90000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,500000
2014,110000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,525000
2019,90000,Petrol,Individual,Manual,1,5,67,23.01,999,220000
2013,35000,Petrol,Individual,Manual,1,5,47.3,22.74,796,215000
2012,100000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,335000
2011,120000,Diesel,Individual,Manual,2,5,68,20,1399,135000
2017,50000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,575000
2014,70000,Petrol,Individual,Manual,2,5,55.2,21.1,814,170000
2014,30000,Petrol,Individual,Manual,1,5,47.3,22.74,796,250999
2020,30000,Petrol,Individual,Manual,1,5,47.3,22.05,796,250999
2013,60000,Petrol,Individual,Manual,2,5,47.3,22.74,796,170000
2014,20000,Petrol,Individual,Manual,1,5,47.3,22.74,796,250000
2013,80000,Petrol,Individual,Manual,1,5,55.2,21.1,814,200000
2017,50000,Petrol,Individual,Manual,1,5,55.2,21.1,814,270000
2018,50000,Diesel,Individual,Manual,1,8,45,23.5,909,400000
2010,120000,Diesel,Individual,Manual,1,5,73.9,21.1,1248,217000
2017,80000,Petrol,Individual,Manual,1,5,91.1,20.73,1373,810000
2015,20000,Petrol,Individual,Manual,2,5,67.04,20.51,998,369000
2017,27000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,750000
2013,88000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,520000
2012,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,415000
2019,60000,Diesel,Individual,Manual,1,5,88.76,22.54,1396,700000
2017,26000,Petrol,Individual,Manual,2,5,81.8,21.21,1197,484999
2014,60000,Petrol,Individual,Manual,2,5,55.2,21.1,814,220000
2014,80000,Petrol,Individual,Manual,2,5,78.9,20.36,1197,320000
2011,90000,Diesel,Individual,Manual,2,5,74,22.9,1248,375000
2012,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,440000
2014,120000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,420000
2019,25000,Diesel,Individual,Manual,1,5,108.62,21.66,1498,800000
2015,25000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,450000
2012,87000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,459999
2011,148000,Diesel,Individual,Manual,2,5,88.8,21.12,1248,149000
2014,68000,Diesel,Dealer,Manual,1,5,74,22.9,1248,501000
2016,47000,Petrol,Dealer,Manual,1,5,55.2,21.1,814,275000
2018,71500,Diesel,Dealer,Manual,1,5,88.73,22.54,1396,825000
2012,110000,Diesel,Dealer,Manual,1,5,67.04,23.59,1364,411000
2012,8500,Petrol,Dealer,Manual,1,5,81.8,22,1197,511000
2012,60300,Diesel,Individual,Manual,1,5,73.9,22.07,1199,300000
2015,35000,Diesel,Individual,Manual,1,5,88.7,23,1248,400000
2008,44391,Petrol,Individual,Manual,2,5,68.05,19.81,1086,180000
2013,120000,Diesel,Individual,Manual,1,5,67.06,23.59,1364,325000
2015,90000,Diesel,Individual,Manual,2,5,88.7,23,1248,350000
2017,15151,Petrol,Individual,Manual,2,5,55.2,21.1,814,300000
2011,100000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,206000
2014,146000,Diesel,Individual,Manual,1,5,67.06,23.59,1364,415000
2017,20000,Petrol,Individual,Manual,1,5,55.2,21.1,814,350000
2017,150000,Diesel,Individual,Manual,1,5,67.05,23.59,1364,632000
2008,100000,Petrol,Individual,Manual,3,5,68.05,19.81,1086,180000
2014,15000,Diesel,Individual,Manual,2,7,88.76,20.77,1248,450000
2016,80000,Diesel,Individual,Manual,2,5,67.05,23.59,1364,509999
2011,72000,Petrol,Individual,Manual,2,5,46.3,19.7,796,140000
2012,100000,Diesel,Individual,Manual,2,5,83.8,20.46,1461,400000
2014,110000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,620000
2012,100000,Petrol,Individual,Manual,1,5,55.2,21.1,814,190000
2018,25000,Petrol,Individual,Manual,1,5,55.2,21.1,814,380000
2019,20000,Diesel,Individual,Manual,1,5,98.96,23,1498,1145000
2017,70000,Diesel,Individual,Manual,1,5,74,22.95,1248,540000
2009,50000,Petrol,Individual,Manual,1,5,46.3,19.7,796,135000
2016,25000,Petrol,Individual,Manual,2,5,67.04,23.1,998,411000
2012,72072,Diesel,Dealer,Manual,1,5,73.9,21.1,1248,335000
2012,54000,Diesel,Individual,Manual,1,5,68,20,1399,300000
2012,82082,Diesel,Dealer,Manual,1,5,88.73,22.54,1396,415000
2018,49000,Diesel,Individual,Automatic,1,5,126.2,22,1582,1150000
2013,58609,Petrol,Individual,Manual,2,5,55.2,21.1,814,195000
2018,30000,Diesel,Individual,Manual,1,5,108.5,21.5,1497,749000
2011,120000,Diesel,Individual,Manual,3,5,64.1,21,1461,200000
2014,168000,Diesel,Individual,Manual,2,5,74,22.3,1248,240000
2008,120000,Petrol,Individual,Manual,2,5,46.3,19.7,796,145000
2016,5800,Petrol,Individual,Manual,2,5,67.04,20.51,998,450000
2016,17000,Petrol,Individual,Manual,1,5,55.2,21.1,814,335000
2018,5000,Petrol,Individual,Manual,1,5,67.04,20.51,998,459999
2012,195000,Diesel,Individual,Manual,2,5,88.8,21.12,1248,140000
2012,70000,Petrol,Individual,Manual,1,5,55.2,21.1,814,200000
2012,100000,Petrol,Individual,Manual,2,5,55.2,21.1,814,180000
2015,25000,Petrol,Individual,Manual,1,5,81.8,20.4,1197,550000
2012,67000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,550000
2013,85000,Diesel,Individual,Manual,1,5,63.12,23.08,1461,315000
2011,80000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,360000
2014,31000,Petrol,Individual,Manual,1,5,67.04,20.51,998,300000
2016,20000,Petrol,Individual,Manual,1,5,67.04,20.51,998,350000
2017,60000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,700000
2013,102996,Diesel,Individual,Manual,2,5,74,23.4,1248,415000
2015,60000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,550000
2013,87452,Diesel,Dealer,Manual,2,5,98.59,22.77,1498,480000
2018,17000,Diesel,Individual,Manual,1,5,98.96,23,1498,750000
2019,10000,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,650000
2016,5000,Petrol,Individual,Manual,1,5,47.3,22.74,796,300000
2009,40000,Petrol,Individual,Manual,1,5,46.3,19.7,796,150000
2016,25000,Petrol,Individual,Manual,1,5,55.2,21.1,814,310000
2009,40000,Petrol,Individual,Manual,1,5,46.3,19.7,796,195000
2015,72000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,615000
2013,70000,Diesel,Individual,Manual,2,5,88.76,21.9,1396,350000
2017,32331,Diesel,Individual,Manual,2,5,88.73,22.54,1396,650000
2016,70000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1100000
2010,80000,Diesel,Individual,Manual,2,5,90,23,1396,285000
2016,98000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,900000
2011,80000,Diesel,Individual,Manual,2,5,90,21.9,1396,340000
2014,70000,Petrol,Individual,Manual,1,5,67.04,20.51,998,320000
2012,120000,Diesel,Individual,Manual,2,5,78,21.8,1461,500000
2017,80000,Diesel,Individual,Manual,2,5,63.1,23.08,1461,500000
2012,230000,Diesel,Individual,Manual,1,5,70,23.57,1396,200000
2019,35000,Diesel,Individual,Manual,1,5,98.96,23,1498,900000
2011,97000,Petrol,Individual,Manual,3,5,68.05,19.81,1086,165000
2011,60000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,160000
2014,90000,Diesel,Individual,Manual,1,5,74,22.9,1248,430000
2018,40000,Diesel,Individual,Manual,1,5,108.62,21.66,1498,600000
2017,25000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1200000
2013,40000,Diesel,Individual,Manual,1,5,74,23.4,1248,530000
2018,8000,Petrol,Individual,Automatic,2,5,67,20.51,998,509999
2015,170000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,387000
2014,25000,Petrol,Individual,Manual,1,5,47.3,22.74,796,235000
2007,90000,Petrol,Individual,Manual,2,5,46.3,19.7,796,100000
2014,111000,Diesel,Individual,Manual,1,5,103.2,20.34,1498,565000
2017,15000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,625000
2016,30000,Petrol,Individual,Manual,2,5,47.3,22.74,796,280000
2015,40000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1300000
2017,15000,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,700000
2015,135000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,600000
2012,120000,Diesel,Individual,Manual,1,5,73.94,23.2,1248,229999
2007,90000,Diesel,Individual,Manual,3,5,70,23.57,1396,100000
2018,50000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,850000
2014,40000,Petrol,Individual,Manual,2,5,47.3,22.74,796,250000
2012,120000,Diesel,Individual,Manual,1,5,74,22.3,1248,125000
2019,30000,Petrol,Individual,Manual,1,5,68,20.3,1086,458000
2018,20000,Diesel,Individual,Manual,1,5,98.96,23,1498,950000
2017,21000,Petrol,Individual,Manual,1,5,81.8,22,1197,650000
2013,70000,Diesel,Individual,Manual,1,5,74,22.9,1248,400000
2006,42500,Petrol,Individual,Manual,1,5,46.3,19.7,796,100000
2012,25000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,350000
2010,80000,Diesel,Individual,Manual,4,5,73.9,22.07,1199,250000
2016,34000,Petrol,Individual,Manual,1,5,67,23.01,999,300000
2017,50000,Diesel,Individual,Manual,1,5,83.8,19.87,1461,819999
2010,100000,Diesel,Individual,Manual,2,5,70,19.61,1405,409999
2013,110000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,497000
2019,30000,Diesel,Individual,Manual,1,5,98.96,23,1498,975000
2018,15000,Petrol,Individual,Manual,1,5,94.93,20.4,1194,620000
2018,40000,Diesel,Individual,Manual,1,5,98.96,23,1498,950000
2014,110000,Diesel,Individual,Manual,1,7,88.76,20.77,1248,545000
2011,72000,Diesel,Individual,Manual,1,5,74,22.9,1248,400000
2017,30000,Petrol,Individual,Manual,1,5,81.8,20.89,1197,484999
2016,35000,Petrol,Individual,Manual,2,5,83.14,20.85,1197,574000
2013,167000,Diesel,Individual,Manual,1,5,88.8,22.3,1248,200000
2016,94000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1100000
2019,10000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,500000
2019,5200,Petrol,Individual,Manual,1,5,83.81,20.3,1199,600000
2013,90000,Diesel,Individual,Manual,2,5,74,22.9,1248,409999
2018,26000,Diesel,Individual,Manual,1,5,108.45,19.6,1461,950000
2012,40000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,267000
2008,93331,Petrol,Individual,Manual,2,5,68.05,19.81,1086,120000
2019,6500,Petrol,Individual,Automatic,1,5,81.8,21.21,1197,750000
2015,120000,Diesel,Individual,Manual,2,5,67.05,23.59,1364,570000
2012,120000,Petrol,Individual,Manual,2,5,55.2,21.1,814,180000
2015,109000,Diesel,Dealer,Manual,1,5,89.84,22.7,1498,685000
2013,101000,Diesel,Dealer,Manual,1,5,88.76,21.9,1396,425000
2019,5400,Diesel,Dealer,Manual,1,5,108.6,22.27,1498,1350000
2018,31000,Petrol,Dealer,Manual,1,5,67,23.01,999,500000
2016,55000,Petrol,Dealer,Manual,1,5,81.8,20.52,1197,434999
2018,55000,Petrol,Dealer,Automatic,1,4,37.48,21.9,624,250000
2014,117000,Diesel,Dealer,Manual,1,5,126.32,22.32,1582,700000
2015,75000,Petrol,Dealer,Manual,1,5,81.8,20.52,1197,425000
2019,10000,Diesel,Individual,Automatic,1,5,108.5,21.5,1497,1140000
2010,64000,Petrol,Individual,Manual,1,5,46.3,19.7,796,215000
2011,50000,Petrol,Individual,Manual,2,5,46.3,19.7,796,215000
2017,25000,Petrol,Individual,Manual,1,5,67,21.63,998,395000
2014,10000,Petrol,Individual,Manual,1,5,67.04,20.51,998,300000
2013,68000,Diesel,Individual,Manual,1,5,76.9,22.1,1248,355000
2015,35000,Petrol,Individual,Manual,2,5,47.3,22.74,796,180000
2013,90000,Diesel,Individual,Manual,1,5,74,22.9,1248,409999
2013,56000,Diesel,Individual,Manual,1,5,74,23.4,1248,550000
2009,54000,Petrol,Individual,Manual,1,5,46.3,19.7,796,155000
2018,10000,Petrol,Individual,Automatic,1,5,68,20.3,1086,565000
2018,40000,Diesel,Individual,Manual,1,5,98.96,23,1498,900000
2015,60000,Diesel,Individual,Manual,1,5,88.73,22.54,1396,575000
2017,37000,Diesel,Individual,Manual,1,5,98.96,23,1498,750000
2018,22000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,625000
2018,60000,Diesel,Individual,Manual,2,5,88.73,22.54,1396,799000
